time,weekend,dayofweek,y,y_t_1
52,1,6,0.0,0.0
53,1,6,0.0,1.0
54,1,6,1.0,1.0
55,1,6,1.0,1.0
56,1,6,1.0,0.0
57,1,6,0.0,0.0
58,1,6,0.0,0.0
59,1,6,0.0,0.0
60,1,6,0.0,0.0
61,1,6,0.0,0.0
62,1,6,0.0,0.0
63,1,6,0.0,0.0
64,1,6,0.0,0.0
65,1,6,0.0,0.0
66,1,6,0.0,0.0
67,1,6,0.0,0.0
68,1,6,0.0,0.0
69,1,6,0.0,0.0
70,1,6,0.0,0.0
71,1,6,0.0,0.0
72,1,6,0.0,0.0
73,1,6,0.0,0.0
74,1,6,0.0,0.0
75,1,6,0.0,0.0
76,1,6,0.0,0.0
77,1,6,0.0,0.0
78,1,6,0.0,0.0
79,1,6,0.0,0.0
80,1,6,0.0,0.0
81,1,6,0.0,0.0
82,1,6,0.0,0.0
83,1,6,0.0,0.0
84,1,6,0.0,0.0
85,1,6,0.0,0.0
86,1,6,0.0,0.0
87,1,6,0.0,0.0
88,1,6,0.0,0.0
89,1,6,0.0,0.0
90,1,6,0.0,0.0
91,1,6,0.0,0.0
92,1,6,0.0,0.0
93,1,6,0.0,0.0
94,1,6,0.0,0.0
95,1,6,0.0,0.0
96,1,6,0.0,0.0
97,1,6,0.0,0.0
98,1,6,0.0,0.0
99,1,6,0.0,0.0
100,1,6,0.0,0.0
101,1,6,0.0,0.0
102,1,6,0.0,0.0
103,1,6,0.0,0.0
104,1,6,0.0,0.0
105,1,6,0.0,0.0
106,1,6,0.0,0.0
107,1,6,0.0,0.0
108,1,6,0.0,0.0
109,1,6,0.0,0.0
110,1,6,0.0,0.0
111,1,6,0.0,0.0
112,1,6,0.0,0.0
113,1,6,0.0,0.0
114,1,6,0.0,0.0
115,1,6,0.0,0.0
116,1,6,0.0,0.0
117,1,6,0.0,0.0
118,1,6,0.0,0.0
119,1,6,0.0,0.0
120,1,6,0.0,1.0
121,1,6,1.0,1.0
122,1,6,1.0,0.0
123,1,6,0.0,0.0
124,1,6,0.0,0.0
125,1,6,0.0,0.0
126,1,6,0.0,0.0
127,1,6,0.0,0.0
128,1,6,0.0,0.0
129,1,6,0.0,0.0
130,1,6,0.0,0.0
131,1,6,0.0,0.0
132,1,6,0.0,0.0
133,1,6,0.0,0.0
134,1,6,0.0,0.0
135,1,6,0.0,0.0
136,1,6,0.0,1.0
137,1,6,1.0,1.0
138,1,6,1.0,1.0
139,1,6,1.0,1.0
140,1,6,1.0,1.0
141,1,6,1.0,0.0
142,1,6,0.0,0.0
143,1,6,0.0,0.0
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,0,0.0,0.0
7,0,0,0.0,0.0
8,0,0,0.0,1.0
9,0,0,1.0,1.0
10,0,0,1.0,1.0
11,0,0,1.0,1.0
12,0,0,1.0,1.0
13,0,0,1.0,1.0
14,0,0,1.0,1.0
15,0,0,1.0,1.0
16,0,0,1.0,1.0
17,0,0,1.0,1.0
18,0,0,1.0,1.0
19,0,0,1.0,0.0
20,0,0,0.0,0.0
21,0,0,0.0,0.0
22,0,0,0.0,0.0
23,0,0,0.0,0.0
24,0,0,0.0,0.0
25,0,0,0.0,0.0
26,0,0,0.0,0.0
27,0,0,0.0,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
34,0,0,0.0,0.0
35,0,0,0.0,0.0
36,0,0,0.0,0.0
37,0,0,0.0,0.0
38,0,0,0.0,0.0
39,0,0,0.0,0.0
40,0,0,0.0,0.0
41,0,0,0.0,0.0
42,0,0,0.0,0.0
43,0,0,0.0,0.0
44,0,0,0.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,0,0.0,0.0
51,0,0,0.0,0.0
52,0,0,0.0,0.0
53,0,0,0.0,0.0
54,0,0,0.0,0.0
55,0,0,0.0,0.0
56,0,0,0.0,1.0
57,0,0,1.0,1.0
58,0,0,1.0,1.0
59,0,0,1.0,1.0
60,0,0,1.0,1.0
61,0,0,1.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
64,0,0,0.0,0.0
65,0,0,0.0,0.0
66,0,0,0.0,0.0
67,0,0,0.0,0.0
68,0,0,0.0,0.0
69,0,0,0.0,0.0
70,0,0,0.0,0.0
71,0,0,0.0,0.0
72,0,0,0.0,0.0
73,0,0,0.0,0.0
74,0,0,0.0,0.0
75,0,0,0.0,0.0
76,0,0,0.0,0.0
77,0,0,0.0,0.0
78,0,0,0.0,0.0
79,0,0,0.0,0.0
80,0,0,0.0,0.0
81,0,0,0.0,1.0
82,0,0,1.0,1.0
83,0,0,1.0,1.0
84,0,0,1.0,1.0
85,0,0,1.0,1.0
86,0,0,1.0,1.0
87,0,0,1.0,1.0
88,0,0,1.0,1.0
89,0,0,1.0,1.0
90,0,0,1.0,0.0
91,0,0,0.0,0.0
92,0,0,0.0,0.0
93,0,0,0.0,0.0
94,0,0,0.0,0.0
95,0,0,0.0,0.0
96,0,0,0.0,1.0
97,0,0,1.0,1.0
98,0,0,1.0,1.0
99,0,0,1.0,1.0
100,0,0,1.0,1.0
101,0,0,1.0,0.0
102,0,0,0.0,0.0
103,0,0,0.0,0.0
104,0,0,0.0,0.0
105,0,0,0.0,0.0
106,0,0,0.0,0.0
107,0,0,0.0,0.0
108,0,0,0.0,0.0
109,0,0,0.0,0.0
110,0,0,0.0,0.0
111,0,0,0.0,0.0
112,0,0,0.0,0.0
113,0,0,0.0,0.0
114,0,0,0.0,0.0
115,0,0,0.0,0.0
116,0,0,0.0,0.0
117,0,0,0.0,0.0
118,0,0,0.0,0.0
119,0,0,0.0,0.0
120,0,0,0.0,0.0
121,0,0,0.0,0.0
122,0,0,0.0,0.0
123,0,0,0.0,0.0
124,0,0,0.0,0.0
125,0,0,0.0,0.0
126,0,0,0.0,0.0
127,0,0,0.0,0.0
128,0,0,0.0,0.0
129,0,0,0.0,0.0
130,0,0,0.0,0.0
131,0,0,0.0,0.0
132,0,0,0.0,0.0
133,0,0,0.0,0.0
134,0,0,0.0,0.0
135,0,0,0.0,0.0
136,0,0,0.0,0.0
137,0,0,0.0,0.0
138,0,0,0.0,0.0
139,0,0,0.0,0.0
140,0,0,0.0,0.0
141,0,0,0.0,0.0
142,0,0,0.0,0.0
143,0,0,0.0,0.0
0,0,1,0.0,0.0
1,0,1,0.0,1.0
2,0,1,1.0,1.0
3,0,1,1.0,1.0
4,0,1,1.0,1.0
5,0,1,1.0,1.0
6,0,1,1.0,1.0
7,0,1,1.0,1.0
8,0,1,1.0,0.0
9,0,1,0.0,0.0
10,0,1,0.0,1.0
11,0,1,1.0,1.0
12,0,1,1.0,1.0
13,0,1,1.0,1.0
14,0,1,1.0,1.0
15,0,1,1.0,1.0
16,0,1,1.0,1.0
17,0,1,1.0,1.0
18,0,1,1.0,1.0
19,0,1,1.0,1.0
20,0,1,1.0,1.0
21,0,1,1.0,0.0
22,0,1,0.0,0.0
23,0,1,0.0,0.0
24,0,1,0.0,0.0
25,0,1,0.0,0.0
26,0,1,0.0,0.0
27,0,1,0.0,0.0
28,0,1,0.0,0.0
29,0,1,0.0,0.0
30,0,1,0.0,0.0
31,0,1,0.0,0.0
32,0,1,0.0,0.0
33,0,1,0.0,0.0
34,0,1,0.0,0.0
35,0,1,0.0,0.0
36,0,1,0.0,0.0
37,0,1,0.0,0.0
38,0,1,0.0,0.0
39,0,1,0.0,0.0
40,0,1,0.0,0.0
41,0,1,0.0,0.0
42,0,1,0.0,0.0
43,0,1,0.0,0.0
44,0,1,0.0,0.0
45,0,1,0.0,0.0
46,0,1,0.0,0.0
47,0,1,0.0,0.0
48,0,1,0.0,0.0
49,0,1,0.0,0.0
50,0,1,0.0,0.0
51,0,1,0.0,0.0
52,0,1,0.0,0.0
53,0,1,0.0,0.0
54,0,1,0.0,1.0
55,0,1,1.0,1.0
56,0,1,1.0,1.0
57,0,1,1.0,1.0
58,0,1,1.0,0.0
59,0,1,0.0,0.0
60,0,1,0.0,0.0
61,0,1,0.0,0.0
62,0,1,0.0,0.0
63,0,1,0.0,0.0
64,0,1,0.0,0.0
65,0,1,0.0,0.0
66,0,1,0.0,0.0
67,0,1,0.0,0.0
68,0,1,0.0,0.0
69,0,1,0.0,0.0
70,0,1,0.0,0.0
71,0,1,0.0,0.0
72,0,1,0.0,1.0
73,0,1,1.0,1.0
74,0,1,1.0,1.0
75,0,1,1.0,1.0
76,0,1,1.0,1.0
77,0,1,1.0,1.0
78,0,1,1.0,1.0
79,0,1,1.0,1.0
80,0,1,1.0,0.0
81,0,1,0.0,0.0
82,0,1,0.0,0.0
83,0,1,0.0,0.0
84,0,1,0.0,0.0
85,0,1,0.0,0.0
86,0,1,0.0,0.0
87,0,1,0.0,0.0
88,0,1,0.0,0.0
89,0,1,0.0,0.0
90,0,1,0.0,0.0
91,0,1,0.0,0.0
92,0,1,0.0,0.0
93,0,1,0.0,0.0
94,0,1,0.0,0.0
95,0,1,0.0,0.0
96,0,1,0.0,0.0
97,0,1,0.0,0.0
98,0,1,0.0,0.0
99,0,1,0.0,0.0
100,0,1,0.0,0.0
101,0,1,0.0,0.0
102,0,1,0.0,0.0
103,0,1,0.0,0.0
104,0,1,0.0,0.0
105,0,1,0.0,0.0
106,0,1,0.0,0.0
107,0,1,0.0,0.0
108,0,1,0.0,0.0
109,0,1,0.0,0.0
110,0,1,0.0,1.0
111,0,1,1.0,1.0
112,0,1,1.0,1.0
113,0,1,1.0,1.0
114,0,1,1.0,1.0
115,0,1,1.0,1.0
116,0,1,1.0,0.0
117,0,1,0.0,0.0
118,0,1,0.0,0.0
119,0,1,0.0,0.0
120,0,1,0.0,0.0
121,0,1,0.0,0.0
122,0,1,0.0,0.0
123,0,1,0.0,0.0
124,0,1,0.0,0.0
125,0,1,0.0,0.0
126,0,1,0.0,0.0
127,0,1,0.0,1.0
128,0,1,1.0,1.0
129,0,1,1.0,1.0
130,0,1,1.0,1.0
131,0,1,1.0,1.0
132,0,1,1.0,1.0
133,0,1,1.0,1.0
134,0,1,1.0,1.0
135,0,1,1.0,1.0
136,0,1,1.0,0.0
137,0,1,0.0,0.0
138,0,1,0.0,0.0
139,0,1,0.0,0.0
140,0,1,0.0,0.0
141,0,1,0.0,0.0
142,0,1,0.0,0.0
143,0,1,0.0,0.0
0,0,2,0.0,0.0
1,0,2,0.0,0.0
2,0,2,0.0,0.0
3,0,2,0.0,0.0
4,0,2,0.0,0.0
5,0,2,0.0,0.0
6,0,2,0.0,0.0
7,0,2,0.0,0.0
8,0,2,0.0,1.0
9,0,2,1.0,1.0
10,0,2,1.0,1.0
11,0,2,1.0,1.0
12,0,2,1.0,1.0
13,0,2,1.0,1.0
14,0,2,1.0,1.0
15,0,2,1.0,1.0
16,0,2,1.0,1.0
17,0,2,1.0,1.0
18,0,2,1.0,1.0
19,0,2,1.0,0.0
20,0,2,0.0,0.0
21,0,2,0.0,0.0
22,0,2,0.0,0.0
23,0,2,0.0,0.0
24,0,2,0.0,0.0
25,0,2,0.0,0.0
26,0,2,0.0,0.0
27,0,2,0.0,0.0
28,0,2,0.0,0.0
29,0,2,0.0,0.0
30,0,2,0.0,0.0
31,0,2,0.0,0.0
32,0,2,0.0,1.0
33,0,2,1.0,1.0
34,0,2,1.0,1.0
35,0,2,1.0,1.0
36,0,2,1.0,0.0
37,0,2,0.0,0.0
38,0,2,0.0,0.0
39,0,2,0.0,0.0
40,0,2,0.0,0.0
41,0,2,0.0,0.0
42,0,2,0.0,0.0
43,0,2,0.0,0.0
44,0,2,0.0,0.0
45,0,2,0.0,0.0
46,0,2,0.0,0.0
47,0,2,0.0,0.0
48,0,2,0.0,0.0
49,0,2,0.0,0.0
50,0,2,0.0,0.0
51,0,2,0.0,0.0
52,0,2,0.0,1.0
53,0,2,1.0,1.0
54,0,2,1.0,1.0
55,0,2,1.0,1.0
56,0,2,1.0,1.0
57,0,2,1.0,1.0
58,0,2,1.0,0.0
59,0,2,0.0,0.0
60,0,2,0.0,0.0
61,0,2,0.0,0.0
62,0,2,0.0,0.0
63,0,2,0.0,0.0
64,0,2,0.0,0.0
65,0,2,0.0,0.0
66,0,2,0.0,0.0
67,0,2,0.0,0.0
68,0,2,0.0,0.0
69,0,2,0.0,0.0
70,0,2,0.0,0.0
71,0,2,0.0,0.0
72,0,2,0.0,0.0
73,0,2,0.0,0.0
74,0,2,0.0,0.0
75,0,2,0.0,0.0
76,0,2,0.0,0.0
77,0,2,0.0,0.0
78,0,2,0.0,0.0
79,0,2,0.0,0.0
80,0,2,0.0,0.0
81,0,2,0.0,1.0
82,0,2,1.0,1.0
83,0,2,1.0,1.0
84,0,2,1.0,1.0
85,0,2,1.0,1.0
86,0,2,1.0,1.0
87,0,2,1.0,0.0
88,0,2,0.0,0.0
89,0,2,0.0,0.0
90,0,2,0.0,0.0
91,0,2,0.0,0.0
92,0,2,0.0,0.0
93,0,2,0.0,0.0
94,0,2,0.0,0.0
95,0,2,0.0,0.0
96,0,2,0.0,0.0
97,0,2,0.0,0.0
98,0,2,0.0,1.0
99,0,2,1.0,1.0
100,0,2,1.0,1.0
101,0,2,1.0,1.0
102,0,2,1.0,1.0
103,0,2,1.0,1.0
104,0,2,1.0,1.0
105,0,2,1.0,0.0
106,0,2,0.0,0.0
107,0,2,0.0,0.0
108,0,2,0.0,0.0
109,0,2,0.0,0.0
110,0,2,0.0,0.0
111,0,2,0.0,0.0
112,0,2,0.0,0.0
113,0,2,0.0,0.0
114,0,2,0.0,0.0
115,0,2,0.0,0.0
116,0,2,0.0,0.0
117,0,2,0.0,0.0
118,0,2,0.0,0.0
119,0,2,0.0,0.0
120,0,2,0.0,0.0
121,0,2,0.0,0.0
122,0,2,0.0,0.0
123,0,2,0.0,0.0
124,0,2,0.0,1.0
125,0,2,1.0,1.0
126,0,2,1.0,1.0
127,0,2,1.0,1.0
128,0,2,1.0,1.0
129,0,2,1.0,1.0
130,0,2,1.0,0.0
131,0,2,0.0,0.0
132,0,2,0.0,0.0
133,0,2,0.0,0.0
134,0,2,0.0,0.0
135,0,2,0.0,0.0
136,0,2,0.0,0.0
137,0,2,0.0,0.0
138,0,2,0.0,0.0
139,0,2,0.0,0.0
140,0,2,0.0,0.0
141,0,2,0.0,0.0
142,0,2,0.0,0.0
143,0,2,0.0,0.0
0,0,3,0.0,0.0
1,0,3,0.0,0.0
2,0,3,0.0,0.0
3,0,3,0.0,0.0
4,0,3,0.0,0.0
5,0,3,0.0,0.0
6,0,3,0.0,0.0
7,0,3,0.0,0.0
8,0,3,0.0,1.0
9,0,3,1.0,1.0
10,0,3,1.0,1.0
11,0,3,1.0,1.0
12,0,3,1.0,1.0
13,0,3,1.0,1.0
14,0,3,1.0,1.0
15,0,3,1.0,1.0
16,0,3,1.0,1.0
17,0,3,1.0,1.0
18,0,3,1.0,1.0
19,0,3,1.0,1.0
20,0,3,1.0,0.0
21,0,3,0.0,0.0
22,0,3,0.0,0.0
23,0,3,0.0,0.0
24,0,3,0.0,0.0
25,0,3,0.0,0.0
26,0,3,0.0,0.0
27,0,3,0.0,0.0
28,0,3,0.0,0.0
29,0,3,0.0,0.0
30,0,3,0.0,0.0
31,0,3,0.0,0.0
32,0,3,0.0,0.0
33,0,3,0.0,0.0
34,0,3,0.0,0.0
35,0,3,0.0,0.0
36,0,3,0.0,0.0
37,0,3,0.0,0.0
38,0,3,0.0,0.0
39,0,3,0.0,0.0
40,0,3,0.0,0.0
41,0,3,0.0,1.0
42,0,3,1.0,1.0
43,0,3,1.0,1.0
44,0,3,1.0,1.0
45,0,3,1.0,1.0
46,0,3,1.0,1.0
47,0,3,1.0,1.0
48,0,3,1.0,1.0
49,0,3,1.0,1.0
50,0,3,1.0,1.0
51,0,3,1.0,0.0
52,0,3,0.0,0.0
53,0,3,0.0,0.0
54,0,3,0.0,0.0
55,0,3,0.0,0.0
56,0,3,0.0,0.0
57,0,3,0.0,0.0
58,0,3,0.0,0.0
59,0,3,0.0,0.0
60,0,3,0.0,0.0
61,0,3,0.0,0.0
62,0,3,0.0,0.0
63,0,3,0.0,0.0
64,0,3,0.0,0.0
65,0,3,0.0,0.0
66,0,3,0.0,0.0
67,0,3,0.0,0.0
68,0,3,0.0,0.0
69,0,3,0.0,0.0
70,0,3,0.0,0.0
71,0,3,0.0,0.0
72,0,3,0.0,0.0
73,0,3,0.0,0.0
74,0,3,0.0,0.0
75,0,3,0.0,0.0
76,0,3,0.0,0.0
77,0,3,0.0,0.0
78,0,3,0.0,0.0
79,0,3,0.0,0.0
80,0,3,0.0,0.0
81,0,3,0.0,0.0
82,0,3,0.0,0.0
83,0,3,0.0,0.0
84,0,3,0.0,0.0
85,0,3,0.0,1.0
86,0,3,1.0,1.0
87,0,3,1.0,1.0
88,0,3,1.0,0.0
89,0,3,0.0,0.0
90,0,3,0.0,0.0
91,0,3,0.0,0.0
92,0,3,0.0,1.0
93,0,3,1.0,0.0
94,0,3,0.0,0.0
95,0,3,0.0,0.0
96,0,3,0.0,0.0
97,0,3,0.0,0.0
98,0,3,0.0,0.0
99,0,3,0.0,0.0
100,0,3,0.0,0.0
101,0,3,0.0,0.0
102,0,3,0.0,0.0
103,0,3,0.0,0.0
104,0,3,0.0,0.0
105,0,3,0.0,0.0
106,0,3,0.0,0.0
107,0,3,0.0,0.0
108,0,3,0.0,0.0
109,0,3,0.0,0.0
110,0,3,0.0,0.0
111,0,3,0.0,0.0
112,0,3,0.0,0.0
113,0,3,0.0,0.0
114,0,3,0.0,0.0
115,0,3,0.0,0.0
116,0,3,0.0,0.0
117,0,3,0.0,0.0
118,0,3,0.0,1.0
119,0,3,1.0,1.0
120,0,3,1.0,1.0
121,0,3,1.0,1.0
122,0,3,1.0,1.0
123,0,3,1.0,0.0
124,0,3,0.0,1.0
125,0,3,1.0,1.0
126,0,3,1.0,1.0
127,0,3,1.0,1.0
128,0,3,1.0,1.0
129,0,3,1.0,0.0
130,0,3,0.0,0.0
131,0,3,0.0,0.0
132,0,3,0.0,0.0
133,0,3,0.0,0.0
134,0,3,0.0,0.0
135,0,3,0.0,0.0
136,0,3,0.0,0.0
137,0,3,0.0,0.0
138,0,3,0.0,0.0
139,0,3,0.0,0.0
140,0,3,0.0,0.0
141,0,3,0.0,0.0
142,0,3,0.0,0.0
143,0,3,0.0,1.0
0,0,4,1.0,1.0
1,0,4,1.0,1.0
2,0,4,1.0,1.0
3,0,4,1.0,1.0
4,0,4,1.0,1.0
5,0,4,1.0,1.0
6,0,4,1.0,1.0
7,0,4,1.0,1.0
8,0,4,1.0,1.0
9,0,4,1.0,1.0
10,0,4,1.0,1.0
11,0,4,1.0,1.0
12,0,4,1.0,1.0
13,0,4,1.0,1.0
14,0,4,1.0,1.0
15,0,4,1.0,1.0
16,0,4,1.0,1.0
17,0,4,1.0,1.0
18,0,4,1.0,1.0
19,0,4,1.0,1.0
20,0,4,1.0,0.0
21,0,4,0.0,0.0
22,0,4,0.0,0.0
23,0,4,0.0,0.0
24,0,4,0.0,0.0
25,0,4,0.0,0.0
26,0,4,0.0,0.0
27,0,4,0.0,0.0
28,0,4,0.0,0.0
29,0,4,0.0,1.0
30,0,4,1.0,1.0
31,0,4,1.0,0.0
32,0,4,0.0,0.0
33,0,4,0.0,0.0
34,0,4,0.0,0.0
35,0,4,0.0,0.0
36,0,4,0.0,0.0
37,0,4,0.0,0.0
38,0,4,0.0,0.0
39,0,4,0.0,0.0
40,0,4,0.0,0.0
41,0,4,0.0,0.0
42,0,4,0.0,0.0
43,0,4,0.0,0.0
44,0,4,0.0,0.0
45,0,4,0.0,0.0
46,0,4,0.0,0.0
47,0,4,0.0,0.0
48,0,4,0.0,0.0
49,0,4,0.0,0.0
50,0,4,0.0,0.0
51,0,4,0.0,0.0
52,0,4,0.0,0.0
53,0,4,0.0,0.0
54,0,4,0.0,1.0
55,0,4,1.0,1.0
56,0,4,1.0,1.0
57,0,4,1.0,1.0
58,0,4,1.0,0.0
59,0,4,0.0,0.0
60,0,4,0.0,0.0
61,0,4,0.0,0.0
62,0,4,0.0,0.0
63,0,4,0.0,0.0
64,0,4,0.0,0.0
65,0,4,0.0,0.0
66,0,4,0.0,0.0
67,0,4,0.0,0.0
68,0,4,0.0,0.0
69,0,4,0.0,1.0
70,0,4,1.0,1.0
71,0,4,1.0,1.0
72,0,4,1.0,1.0
73,0,4,1.0,1.0
74,0,4,1.0,1.0
75,0,4,1.0,1.0
76,0,4,1.0,1.0
77,0,4,1.0,1.0
78,0,4,1.0,0.0
79,0,4,0.0,0.0
80,0,4,0.0,0.0
81,0,4,0.0,0.0
82,0,4,0.0,0.0
83,0,4,0.0,0.0
84,0,4,0.0,0.0
85,0,4,0.0,0.0
86,0,4,0.0,0.0
87,0,4,0.0,0.0
88,0,4,0.0,0.0
89,0,4,0.0,0.0
90,0,4,0.0,0.0
91,0,4,0.0,0.0
92,0,4,0.0,1.0
93,0,4,1.0,1.0
94,0,4,1.0,1.0
95,0,4,1.0,1.0
96,0,4,1.0,1.0
97,0,4,1.0,0.0
98,0,4,0.0,0.0
99,0,4,0.0,0.0
100,0,4,0.0,0.0
101,0,4,0.0,1.0
102,0,4,1.0,1.0
103,0,4,1.0,1.0
104,0,4,1.0,1.0
105,0,4,1.0,1.0
106,0,4,1.0,1.0
107,0,4,1.0,1.0
108,0,4,1.0,1.0
109,0,4,1.0,1.0
110,0,4,1.0,1.0
111,0,4,1.0,0.0
112,0,4,0.0,0.0
113,0,4,0.0,0.0
114,0,4,0.0,1.0
115,0,4,1.0,1.0
116,0,4,1.0,1.0
117,0,4,1.0,0.0
118,0,4,0.0,1.0
119,0,4,1.0,1.0
120,0,4,1.0,1.0
121,0,4,1.0,1.0
122,0,4,1.0,0.0
123,0,4,0.0,0.0
124,0,4,0.0,0.0
125,0,4,0.0,0.0
126,0,4,0.0,0.0
127,0,4,0.0,0.0
128,0,4,0.0,1.0
129,0,4,1.0,1.0
130,0,4,1.0,1.0
131,0,4,1.0,1.0
132,0,4,1.0,1.0
133,0,4,1.0,1.0
134,0,4,1.0,0.0
135,0,4,0.0,0.0
136,0,4,0.0,0.0
137,0,4,0.0,0.0
138,0,4,0.0,0.0
139,0,4,0.0,0.0
140,0,4,0.0,0.0
141,0,4,0.0,0.0
142,0,4,0.0,0.0
143,0,4,0.0,0.0
0,1,5,0.0,0.0
1,1,5,0.0,0.0
2,1,5,0.0,1.0
3,1,5,1.0,1.0
4,1,5,1.0,1.0
5,1,5,1.0,1.0
6,1,5,1.0,1.0
7,1,5,1.0,1.0
8,1,5,1.0,1.0
9,1,5,1.0,1.0
10,1,5,1.0,0.0
11,1,5,0.0,1.0
12,1,5,1.0,1.0
13,1,5,1.0,1.0
14,1,5,1.0,1.0
15,1,5,1.0,1.0
16,1,5,1.0,1.0
17,1,5,1.0,1.0
18,1,5,1.0,1.0
19,1,5,1.0,1.0
20,1,5,1.0,1.0
21,1,5,1.0,1.0
22,1,5,1.0,1.0
23,1,5,1.0,1.0
24,1,5,1.0,1.0
25,1,5,1.0,1.0
26,1,5,1.0,0.0
27,1,5,0.0,0.0
28,1,5,0.0,0.0
29,1,5,0.0,1.0
30,1,5,1.0,1.0
31,1,5,1.0,0.0
32,1,5,0.0,0.0
33,1,5,0.0,0.0
34,1,5,0.0,1.0
35,1,5,1.0,1.0
36,1,5,1.0,1.0
37,1,5,1.0,1.0
38,1,5,1.0,1.0
39,1,5,1.0,0.0
40,1,5,0.0,0.0
41,1,5,0.0,0.0
42,1,5,0.0,0.0
43,1,5,0.0,0.0
44,1,5,0.0,0.0
45,1,5,0.0,0.0
46,1,5,0.0,0.0
47,1,5,0.0,0.0
48,1,5,0.0,0.0
49,1,5,0.0,0.0
50,1,5,0.0,0.0
51,1,5,0.0,0.0
52,1,5,0.0,0.0
53,1,5,0.0,0.0
54,1,5,0.0,0.0
55,1,5,0.0,0.0
56,1,5,0.0,0.0
57,1,5,0.0,0.0
58,1,5,0.0,0.0
59,1,5,0.0,0.0
60,1,5,0.0,0.0
61,1,5,0.0,0.0
62,1,5,0.0,0.0
63,1,5,0.0,0.0
64,1,5,0.0,0.0
65,1,5,0.0,0.0
66,1,5,0.0,0.0
67,1,5,0.0,0.0
68,1,5,0.0,0.0
69,1,5,0.0,0.0
70,1,5,0.0,0.0
71,1,5,0.0,0.0
72,1,5,0.0,0.0
73,1,5,0.0,0.0
74,1,5,0.0,0.0
75,1,5,0.0,0.0
76,1,5,0.0,0.0
77,1,5,0.0,0.0
78,1,5,0.0,0.0
79,1,5,0.0,0.0
80,1,5,0.0,0.0
81,1,5,0.0,0.0
82,1,5,0.0,0.0
83,1,5,0.0,0.0
84,1,5,0.0,0.0
85,1,5,0.0,0.0
86,1,5,0.0,0.0
87,1,5,0.0,0.0
88,1,5,0.0,0.0
89,1,5,0.0,0.0
90,1,5,0.0,0.0
91,1,5,0.0,0.0
92,1,5,0.0,0.0
93,1,5,0.0,0.0
94,1,5,0.0,0.0
95,1,5,0.0,0.0
96,1,5,0.0,0.0
97,1,5,0.0,0.0
98,1,5,0.0,0.0
99,1,5,0.0,0.0
100,1,5,0.0,0.0
101,1,5,0.0,0.0
102,1,5,0.0,0.0
103,1,5,0.0,0.0
104,1,5,0.0,0.0
105,1,5,0.0,0.0
106,1,5,0.0,0.0
107,1,5,0.0,0.0
108,1,5,0.0,0.0
109,1,5,0.0,0.0
110,1,5,0.0,0.0
111,1,5,0.0,0.0
112,1,5,0.0,0.0
113,1,5,0.0,0.0
114,1,5,0.0,0.0
115,1,5,0.0,0.0
116,1,5,0.0,0.0
117,1,5,0.0,1.0
118,1,5,1.0,1.0
119,1,5,1.0,1.0
120,1,5,1.0,1.0
121,1,5,1.0,1.0
122,1,5,1.0,1.0
123,1,5,1.0,1.0
124,1,5,1.0,0.0
125,1,5,0.0,0.0
126,1,5,0.0,0.0
127,1,5,0.0,0.0
128,1,5,0.0,0.0
129,1,5,0.0,0.0
130,1,5,0.0,0.0
131,1,5,0.0,0.0
132,1,5,0.0,0.0
133,1,5,0.0,0.0
134,1,5,0.0,0.0
135,1,5,0.0,0.0
136,1,5,0.0,0.0
137,1,5,0.0,0.0
138,1,5,0.0,0.0
139,1,5,0.0,0.0
140,1,5,0.0,0.0
141,1,5,0.0,0.0
142,1,5,0.0,0.0
143,1,5,0.0,0.0
0,1,6,0.0,0.0
1,1,6,0.0,0.0
2,1,6,0.0,0.0
3,1,6,0.0,0.0
4,1,6,0.0,0.0
5,1,6,0.0,0.0
6,1,6,0.0,0.0
7,1,6,0.0,0.0
8,1,6,0.0,0.0
9,1,6,0.0,0.0
10,1,6,0.0,0.0
11,1,6,0.0,0.0
12,1,6,0.0,0.0
13,1,6,0.0,0.0
14,1,6,0.0,0.0
15,1,6,0.0,0.0
16,1,6,0.0,0.0
17,1,6,0.0,0.0
18,1,6,0.0,0.0
19,1,6,0.0,0.0
20,1,6,0.0,0.0
21,1,6,0.0,0.0
22,1,6,0.0,0.0
23,1,6,0.0,0.0
24,1,6,0.0,0.0
25,1,6,0.0,0.0
26,1,6,0.0,0.0
27,1,6,0.0,0.0
28,1,6,0.0,0.0
29,1,6,0.0,0.0
30,1,6,0.0,0.0
31,1,6,0.0,0.0
32,1,6,0.0,0.0
33,1,6,0.0,0.0
34,1,6,0.0,0.0
35,1,6,0.0,0.0
36,1,6,0.0,0.0
37,1,6,0.0,0.0
38,1,6,0.0,0.0
39,1,6,0.0,0.0
40,1,6,0.0,0.0
41,1,6,0.0,0.0
